1000,CreditCard,Diners,False
1001,CreditCard,Diners,False
1002,CreditCard,Diners,False
1003,CreditCard,Diners,False
1004,CreditCard,Diners,False
1005,CreditCard,Diners,False
1006,CreditCard,Visa,False
1007,CreditCard,Visa,False
1008,CreditCard,Maestro,False
1009,CreditCard,Visa,False
1010,CreditCard,Visa,False
1011,CreditCard,Maestro,False
1012,CreditCard,Diners,False
1013,CreditCard,Maestro,False
1014,CreditCard,Diners,False
1015,CreditCard,Diners,False
1016,CreditCard,Visa,False
1017,CreditCard,Visa,False
1018,CreditCard,Visa,False
1019,CreditCard,Visa,False
1020,CreditCard,Diners,False
1021,CreditCard,Maestro,False
1022,CreditCard,Diners,False
1023,CreditCard,Visa,False
1024,CreditCard,Visa,False
1025,CreditCard,Visa,False
1026,CreditCard,Diners,False
1027,CreditCard,Diners,False
1028,CreditCard,Diners,False
1029,CreditCard,Diners,False
1030,CreditCard,Maestro,False
1031,CreditCard,Maestro,False
1032,CreditCard,Visa,False
1033,CreditCard,Visa,False
1034,CreditCard,Maestro,False
1035,CreditCard,Diners,False
1036,CreditCard,Visa,False
1037,CreditCard,Visa,False
1038,CreditCard,Maestro,False
1039,CreditCard,Maestro,False
1040,CreditCard,Maestro,False
1041,CreditCard,Visa,False
1042,CreditCard,Maestro,False
1043,CreditCard,Maestro,False
1044,CreditCard,Diners,False
1045,CreditCard,Maestro,False
1046,CreditCard,Maestro,False
1047,CreditCard,Maestro,False
1048,CreditCard,Visa,False
1049,CreditCard,Visa,False
1050,CreditCard,Maestro,False
1051,CreditCard,Diners,False
1052,CreditCard,Visa,False
1053,CreditCard,Maestro,False
1054,CreditCard,Diners,False
1055,CreditCard,Maestro,False
1056,CreditCard,Visa,False
1057,CreditCard,Diners,False
1058,CreditCard,Maestro,False
1059,CreditCard,Visa,False
1060,CreditCard,Maestro,False
1061,CreditCard,Visa,False
1062,CreditCard,Visa,False
1063,CreditCard,Diners,False
1064,CreditCard,Visa,False
1065,CreditCard,Maestro,False
1066,CreditCard,Visa,False
1067,CreditCard,Diners,False
1068,CreditCard,Diners,False
1069,CreditCard,Diners,False
1070,CreditCard,Diners,False
1071,CreditCard,Diners,False
1072,CreditCard,Visa,False
1073,CreditCard,Maestro,False
1074,CreditCard,Visa,False
1075,CreditCard,Maestro,False
1076,CreditCard,Visa,False
1077,CreditCard,Maestro,False
1078,CreditCard,Maestro,False
1079,CreditCard,Diners,False
1080,CreditCard,Maestro,False
1081,CreditCard,Diners,False
1082,CreditCard,Diners,False
1083,CreditCard,Diners,False
1084,CreditCard,Visa,False
1085,CreditCard,Visa,False
1086,CreditCard,Visa,False
1087,CreditCard,Visa,False
1088,CreditCard,Visa,False
1089,CreditCard,Diners,False
1090,CreditCard,Visa,False
1091,CreditCard,Diners,False
1092,CreditCard,Diners,False
1093,CreditCard,Visa,False
1094,CreditCard,Diners,False
1095,CreditCard,Diners,False
1096,CreditCard,Diners,False
1097,CreditCard,Diners,False
1098,CreditCard,Diners,False
1099,CreditCard,Diners,False
1100,CreditCard,Visa,False
1101,CreditCard,Diners,False
1102,CreditCard,Maestro,False
1103,CreditCard,Maestro,False
1104,CreditCard,Visa,False
1105,CreditCard,Diners,False
1106,CreditCard,Visa,False
1107,CreditCard,Visa,False
1108,CreditCard,Maestro,False
1109,CreditCard,Maestro,False
1110,CreditCard,Visa,False
1111,CreditCard,Diners,False
1112,CreditCard,Diners,False
1113,CreditCard,Maestro,False
1114,CreditCard,Visa,False
1115,CreditCard,Visa,False
1116,CreditCard,Maestro,False
1117,CreditCard,Visa,False
1118,CreditCard,Visa,False
1119,CreditCard,Maestro,False
1120,CreditCard,Diners,False
1121,CreditCard,Maestro,False
1122,CreditCard,Maestro,False
1123,CreditCard,Visa,False
1124,CreditCard,Maestro,False
1125,CreditCard,Diners,False
1126,CreditCard,Visa,False
1127,CreditCard,Diners,False
1128,CreditCard,Diners,False
1129,CreditCard,Visa,False
1130,CreditCard,Maestro,False
1131,CreditCard,Visa,False
1132,CreditCard,Visa,False
1133,CreditCard,Diners,False
1134,CreditCard,Diners,False
1135,CreditCard,Visa,False
1136,CreditCard,Diners,False
1137,CreditCard,Diners,False
1138,CreditCard,Diners,False
1139,CreditCard,Maestro,False
1140,CreditCard,Diners,False
1141,CreditCard,Visa,False
1142,CreditCard,Diners,False
1143,CreditCard,Diners,False
