20,CreditCard,Visa,False
21,CreditCard,Diners,False
22,CreditCard,Maestro,False
23,CreditCard,Diners,False
24,CreditCard,Maestro,False
25,CreditCard,Visa,False
26,CreditCard,Visa,False
27,CreditCard,Maestro,False
28,CreditCard,Maestro,False
29,CreditCard,Diners,False
30,CreditCard,Visa,False
31,CreditCard,Visa,False
32,CreditCard,Maestro,False
33,CreditCard,Diners,False
34,CreditCard,Diners,False
35,CreditCard,Visa,False
36,CreditCard,Maestro,False
37,CreditCard,Maestro,False
38,CreditCard,Maestro,False
39,CreditCard,Maestro,False
